source,target,date,type,FATALITIES,LATITUDE,LOCATION,LONGITUDE,NOTES,记录数,YEAR
Rioters,Military Forces of Algeria (1999-),2001/6/10,Riots/Protests,0,35.43583,Khenchela,7.14333,"Clashes broke out between youths and soldiers after a local official allegedly insulted a girl as he drove by. The incident led to rioting, barricades being erected, and various buildings looted and burned.",1,2001
Rioters,Police Forces of Algeria (1999-),2001/6/13,Riots/Protests,0,35.97108,Ain Fakroun,6.87374,24 people were reported injured in rioting in the Ain Fakroun area of the Aures region.,1,2001
Police Forces of Algeria (1999-),Rioters,2001/6/14,Riots/Protests,0,36.7525,Algiers,3.04197,"Clashes occurred between police and protesters in Algiers. Police also allegedly entered Algiers main hospital to arrest demonstrators who had taken refuge there, and mandhandled at least one doctor, although no injuries were reported.",1,2001
Rioters,Police Forces of Algeria (1999-),2001/6/15,Riots/Protests,0,36.71183,Tizi Ouzou,4.04591,Anti-government protesters clashed with police in Tizi Ouzou.,1,2001
Rioters,Police Forces of Algeria (1999-),2004/6/20,Riots/Protests,1,36.65,Ain Berda,7.5833,"A riot started over the posting of a list of 58 recipients of council homes leaves one person dead. 600 people rioted, looted the the Municipal Peoples Assembly and burnt a building. 1 Man died in te fire.",1,2004
Rioters,Police Forces of Algeria (1999-),2008/4/29,Riots/Protests,0,36.1653,Chlef,1.3345,"Rioting continued for the third day in Chlef province in Chettia or As Sattiyah, a suburb or Chlef",1,2008
Rioters,Police Forces of Algeria (1999-),2009/10/19,Riots/Protests,0,34.8504,Biskra,5.7281,"Riots spanning three days occurred in Biskra province at road junctures connecting different towns in the province. 300 demonstrators blocked roads in protest against poor health services, inaccessible schooling, and poor electricity supply. Po",1,2009
Rioters,Police Forces of Algeria (1999-),2009/10/20,Riots/Protests,0,34.8504,Biskra,5.7281,"Riots spanning three days occurred in Biskra province at road junctures connecting different towns in the province. 300 demonstrators blocked roads in protest against poor health services, inaccessible schooling, and poor electricity supply. Po",1,2009
Rioters,Police Forces of Algeria (1999-),2009/10/21,Riots/Protests,0,34.8504,Biskra,5.7281,"Riots spanning three days occurred in Biskra province at road junctures connecting different towns in the province. 300 demonstrators blocked roads in protest against poor health services, inaccessible schooling, and poor electricity supply. Po",1,2009
Rioters,Military Forces of Algeria (1999-),2009/10/27,Riots/Protests,0,35.6911,Oran,-.6417,"Clashes broke out between protesters and anti-riot forces backed by National Gendarmerie following demonstrations against the use of explosives in, and pollution by, a quarry situated close to a residential area. Protesters also ransacked sever",1,2009
Rioters,Police Forces of Algeria (1999-),2011/1/7,Riots/Protests,2,35.7058,MSila,4.5419,"Two are dead when police clash with rioters who were protesting rising food prices. Many others wounded, including police. Teargas implemented.",1,2011
Rioters,Police Forces of Algeria (1999-),2012/2/1,Riots/Protests,0,35.375,Rahaouiya,1.325,Riots and clashes with police in protest of the suicide of a hawker spread to nearby towns.,1,2012
Rioters,Police Forces of Algeria (1999-),2013/2/27,Riots/Protests,0,36.075,Bordj Bou Arerridj,4.775,"People angry over the allocation of subsidised housing have clashed with police in a town east of the Algerian capital, leaving 52 people injured. Riot police responded with tear gas to disperse protestors.",1,2013
Rioters,Police Forces of Algeria (1999-),2013/9/4,Riots/Protests,0,36.1914,Setif,5.4094,Nineteen people were arrested in Algerias Setif region when clashes erupted between protesters and police during a demonstration against water shortages. Around 300 protesters encircled the town hall in Bouselam on Wednesday to demand improved,1,2013
Rioters,Police Forces of Algeria (1999-),2015/4/20,Riots/Protests,0,36.7664,Boumerdes,3.4772,,1,2015
Rioters,Police Forces of Algeria (1999-),2015/2/28,Riots/Protests,0,27.1968,In Salah,2.4791,"Clashes took place between demonstrators and police forces near the site of Halliburton drilling company, 10 km north of In Salah. At around 11am, some hundreds of protesters tried to block the national route, setting tyres on fire and introduc",1,2015
Protesters,Police Forces of Algeria (1999-),2003/2/17,Riots/Protests,0,36.075,Bordj Bou Arerridj,4.775,Villages in the area cut off access to the main highway in the area until they were forced to stop by police.,1,2003
Military Forces of Morocco (1999-),Civilians (Morocco),1999/12/5,Violence against civilians,0,27.6711,Tindouf,-8.1474,"Chahid El Hafed [Saharan refugee camp in southern Algerian town of Tindouf]: According to a source close to the [Western Saharan] Ministry of Occupied Territories and Emigration, 417 young Saharans, who were forcibly recruited to serve in the M",1,1999
Military Forces of Algeria (1999-),GSPC: Salafist Group for Call and Combat,2006/1/9,Battle-Government regains territory,0,36.3468,Jebel Azrak,8.2577,"500 km east of Algiers, negotiated their surrender",1,2006
Military Forces of Algeria (1999-),GIA: Armed Islamic Group,2000/6/30,Battle-No change of territory,10,36.7118,Tizi Ouzou,4.0459,"2 July 2000 Dow Jones International- In Kabylie, about 100 kilometers (62 miles) east of the capital, the army hunted down 10 suspected Islamic militants in an operation launched a week ago, the Liberte daily reported",1,2000
Police Forces of Algeria (1999-),GSPC: Salafist Group for Call and Combat,2005/6/19,Battle-No change of territory,0,34.6667,Djelfa,3.25,Three elements from the Judicial Police Mobile Brigade and other soldiers were wounded yesterday [19 June] and evacuated to Ain Naadja Hospital in Algiers. The attack occurred as the combined forces had been carrying out a huge search operation,1,2005
Police Forces of Algeria (1999-),GSPC: Salafist Group for Call and Combat,2005/3/10,Battle-No change of territory,2,36.38,Bouira,3.9014,"Two policemen died Thursday in a machine-gun attack on a roadblock in the Bouira region, 120 kilometres (75 miles) southeast of Algiers, in which two of their colleagues were also wounded.",1,2005
Military Forces of Algeria (1999-),GSPC: Salafist Group for Call and Combat,2005/2/9,Battle-No change of territory,2,36.7664,Boumerdes,3.4772,Nine GSPC militants slain by the security forces during the past four days in the Dellys and Baghlia maquis mountain hideouts 45 kilometres east of Boumerdes on the coast to the east of Algiers.,1,2005
Military Forces of Algeria (1999-),GSPC: Salafist Group for Call and Combat,2005/2/10,Battle-No change of territory,2,36.7664,Boumerdes,3.4772,Nine GSPC militants slain by the security forces during the past four days in the Dellys and Baghlia maquis mountain hideouts 45 kilometres east of Boumerdes on the coast to the east of Algiers.,1,2005
Military Forces of Algeria (1999-),GSPC: Salafist Group for Call and Combat,2005/2/11,Battle-No change of territory,2,36.7664,Boumerdes,3.4772,Nine GSPC militants slain by the security forces during the past four days in the Dellys and Baghlia maquis mountain hideouts 45 kilometres east of Boumerdes on the coast to the east of Algiers.,1,2005
Military Forces of Algeria (1999-),GSPC: Salafist Group for Call and Combat,2005/9/15,Battle-No change of territory,2,36.8,Jijel,5.7667,"Two Islamist militants were killed on Thursday by security forces at Beni Ferguene, , located in the Jijel region about 350 kilometers east of Algiers",1,2005
Military Forces of Algeria (1999-),GSPC: Salafist Group for Call and Combat,2005/2/6,Battle-No change of territory,3,36.7664,Boumerdes,3.4772,"Three armed Islamic rebels were killed Sunday by security forces east of Algiers. The three men, members of the Salafist Group for Preaching and Combat (GSPC), were killed during a clash with soldiers in the Boumerdes region, 50 kilometres (30",1,2005
Military Forces of Algeria (1999-),GSPC: Salafist Group for Call and Combat,2005/2/12,Battle-No change of territory,3,36.7664,Boumerdes,3.4772,Nine GSPC militants slain by the security forces during the past four days in the Dellys and Baghlia maquis mountain hideouts 45 kilometres east of Boumerdes on the coast to the east of Algiers.,1,2005
Police Forces of Algeria (1999-),GSPC: Salafist Group for Call and Combat,2005/10/18,Battle-No change of territory,4,36.8,Jijel,5.7667,"According to reliable sources, four municipal guards were assassinated yesterday [18 October] at about 1800 hours in the spot known as El Bellouta in El Mezzaier, in the wilaya of Jijel [359 km east of Algiers].",1,2005
Military Forces of Algeria (1999-),GSPC: Salafist Group for Call and Combat,2005/10/17,Battle-No change of territory,7,35.6911,Oran,-.6417,"Seven Islamists were killed as security forces searched scrubland near Djebel El-Kef, close to El-Ghoualem in Oran province, 430 kilometres (267 miles) west of Algiers, press reports said.",1,2005
Military Forces of Algeria (1999-),GSPC: Salafist Group for Call and Combat,2005/6/30,Battle-No change of territory,14,27.8709,Adrar,-.2856,"Algerias army on Thursday bombed three four-wheel-drive vehicles deep in the desert, near the North African countrys southern border with Mali; 13 militants killed. Militants retaliated by firing a rocket launcher at the helicopter, wounding an",1,2005
Military Forces of Algeria (1999-),GSPC: Salafist Group for Call and Combat,2006/11/28,Battle-No change of territory,5,35.5553,Batna,6.1786,"30 November Associated Press-Ten suspected Islamist militants were killed in clashes with the Algerian army, which was conducting sweeps in remote mountainous regions, the Al Khabar newspaper reported Thursday.The militants were killed in two s",1,2006
Military Forces of Algeria (1999-),GSPC: Salafist Group for Call and Combat,2006/11/28,Battle-No change of territory,5,34.8504,Biskra,5.7281,"30 November Associated Press-Ten suspected Islamist militants were killed in clashes with the Algerian army, which was conducting sweeps in remote mountainous regions, the Al Khabar newspaper reported Thursday.The militants were killed in two s",1,2006
Military Forces of Algeria (1999-),GSPC: Salafist Group for Call and Combat,2006/6/25,Battle-No change of territory,19,36.9,Annaba,7.7667,"reported Monday. The operation, which is still going on, was launched on Saturday with a total of 800 sol",1,2006
Military Forces of Algeria (1999-),GSPC: Salafist Group for Call and Combat,2006/12/25,Battle-No change of territory,36,34.8504,Biskra,5.7281,,1,2006
Military Forces of Algeria (1999-),AQIM: Al Qaeda in the Islamic Maghreb,2007/3/2,Battle-No change of territory,0,36.7118,Tizi Ouzou,4.0459,(AQIM leader) reportedly surrounded,1,2007
Military Forces of Algeria (1999-),AQIM: Al Qaeda in the Islamic Maghreb,2007/5/12,Battle-No change of territory,0,36.7118,Tizi Ouzou,4.0459,the military continues an offensive against AQIM,1,2007
Military Forces of Algeria (1999-),AQIM: Al Qaeda in the Islamic Maghreb,2007/8/12,Battle-No change of territory,0,36.7118,Tizi Ouzou,4.0459,"skirmish between AQIM and Algerian military in Bouhinoune forest, adjacent to the Akfadou forest during an ongoing operation there",1,2007
Military Forces of Algeria (1999-),AQIM: Al Qaeda in the Islamic Maghreb,2007/10/14,Battle-No change of territory,0,36.7118,Tizi Ouzou,4.0459,"three security posts in the Maghreb region of Algeria were attacked by al-Qaida forces, but repelled by military personnel",1,2007
Military Forces of Algeria (1999-),AQIM: Al Qaeda in the Islamic Maghreb,2007/2/27,Battle-No change of territory,0,36.7118,Tizi Ouzou,4.0459,"At least seven joint police and army roadblocks in the town of Kabylie were targeted in simultaneous attacks, no one was injured",1,2007
Military Forces of Algeria (1999-),AQIM: Al Qaeda in the Islamic Maghreb,2007/11/14,Battle-No change of territory,1,36.7118,Tizi Ouzou,4.0459,"of AQIM Abdelhamid Sadaoui also known as Abou El Haythem, was killed and another Islamist wounded during clashes with the Algerian army in Algerias restive northeastern Kabylia region",1,2007
